StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
VA,Virginia,Warren,51187,41843,12.7,38.0,9.5,15.0,12.9,POINT (-78.2086062031313 38.9086715573025)
OK,Oklahoma,Tulsa,40143,682868,11.7,35.7,11.6,14.7,18.0,POINT (-95.9414861647567 36.1210679646417)
IL,Illinois,St. Clair,17163,251018,13.1,38.8,7.8,14.2,16.6,POINT (-89.9283596665861 38.4702567969275)
TN,Tennessee,Jackson,47087,12363,17.0,39.4,13.5,23.2,,POINT (-85.6722114209333 36.3599462090631)
CO,Colorado,Grand,8049,15935,9.1,24.3,8.6,11.8,,POINT (-106.118442353658 40.1030816737949)
GA,Georgia,Troup,13285,70742,15.0,36.0,13.8,16.9,21.7,POINT (-85.0285316057562 33.0331700412163)
NE,Nebraska,Garfield,31071,1763,12.3,38.8,7.2,12.4,9.2,POINT (-98.9911182720622 41.9142895478018)
TX,Texas,Coryell,48099,84878,10.3,37.3,16.0,14.1,,POINT (-97.7992789568498 31.3909056903364)
TX,Texas,Jeff Davis,48243,1856,21.2,37.9,17.5,14.4,,POINT (-104.139649223358 30.7150345029534)
MS,Mississippi,Lafayette,28071,58467,10.9,34.4,9.2,12.9,16.3,POINT (-89.4848628672486 34.3568139846947)
IL,Illinois,Menard,17129,11954,11.7,37.9,6.7,14.1,11.6,POINT (-89.8015814259198 40.027433354681)
GA,Georgia,Wilkinson,13319,8725,17.7,41.0,13.9,18.0,22.5,POINT (-83.1707316291648 32.8022701825695)
IA,Iowa,Allamakee,19005,14074,13.1,42.3,8.2,16.2,12.3,POINT (-91.3777429842755 43.2841355075637)
KS,Kansas,Greeley,20071,1181,11.7,36.8,10.0,13.4,11.1,POINT (-101.806029395666 38.4807817939021)
AK,Alaska,Matanuska-Susitna,2170,115239,9.0,37.5,9.7,17.3,13.0,POINT (-149.573459107234 62.3154231338699)
MI,Michigan,St. Clair,26147,159874,12.2,36.5,6.7,16.3,13.8,POINT (-82.6804977947451 42.9331233289215)
CA,California,Kern,6029,913820,13.3,36.0,16.7,14.6,26.8,POINT (-118.730029086317 35.3428262386385)
MD,Maryland,Caroline,24011,33593,14.2,41.7,10.6,17.4,19.2,POINT (-75.8321719815862 38.8720440517484)
SD,South Dakota,Aurora,46003,2782,12.2,36.4,9.9,15.4,,POINT (-98.5616949219141 43.7180161968195)
OK,Oklahoma,Hughes,40063,13436,15.1,41.9,13.3,21.8,24.2,POINT (-96.2502172739185 35.0483785704496)
LA,Louisiana,Pointe Coupee,22077,20000,17.1,39.9,9.2,18.5,23.1,POINT (-91.6005179815157 30.7090685105179)
IN,Indiana,Pike,18125,12106,14.5,37.9,8.3,18.6,14.0,POINT (-87.2321871082488 38.3988569399369)
OH,Ohio,Seneca,39147,54527,13.2,35.8,8.2,16.4,12.8,POINT (-83.1275866518734 41.1237051920597)
IA,Iowa,Clarke,19039,9588,14.2,43.1,11.3,18.8,17.6,POINT (-93.7852072342098 41.0289111078125)
MN,Minnesota,Fillmore,27045,21522,11.8,40.5,7.6,15.5,10.9,POINT (-92.0901273850629 43.6739689770722)
FL,Florida,Sumter,12119,151565,16.0,29.5,10.4,9.9,,POINT (-82.0804161289261 28.7043606050113)
OH,Ohio,Ashland,39005,52190,13.9,38.3,8.2,17.7,13.7,POINT (-82.2704647361258 40.8460354747863)
MS,Mississippi,Tallahatchie,28135,11837,18.9,44.9,15.8,20.7,31.8,POINT (-90.1730157810922 33.950813162093)
NC,North Carolina,Columbus,37047,50121,15.6,41.1,12.3,18.3,21.5,POINT (-78.6551028425544 34.2655540076522)
NE,Nebraska,Kimball,31105,3289,15.2,42.1,11.6,17.0,15.1,POINT (-103.715000568722 41.1979208610612)
OH,Ohio,Madison,39097,44602,12.4,37.3,8.4,16.5,12.9,POINT (-83.4006589159011 39.894160047348)
NJ,New Jersey,Gloucester,34015,308423,10.3,31.5,8.4,11.9,11.7,POINT (-75.1406938541165 39.7171717201275)
TX,Texas,Starr,48427,65934,20.0,45.0,43.5,16.9,,POINT (-98.7382150287698 26.5621954230655)
CA,California,Sacramento,6067,1584288,11.2,29.6,8.7,11.8,16.3,POINT (-121.34451940892 38.4486270273732)
FL,Florida,Nassau,12089,101501,11.6,33.7,9.9,12.4,,POINT (-81.8018979742329 30.6105051917262)
MI,Michigan,Tuscola,26157,52826,13.2,41.7,7.4,17.3,14.9,POINT (-83.4168308866448 43.4640720936156)
GA,Georgia,Walker,13295,69489,13.5,38.0,12.7,16.7,15.1,POINT (-85.3005481871168 34.7354440057188)
OR,Oregon,Malheur,41045,32044,13.9,41.2,15.7,15.9,,POINT (-117.623057858798 43.1934396293566)
WI,Wisconsin,Burnett,55013,17092,15.5,39.0,7.6,16.1,11.9,POINT (-92.367667213567 45.8627693664506)
TX,Texas,Hutchinson,48233,20033,12.9,35.1,16.7,14.8,,POINT (-101.354683598946 35.8400645050996)
AZ,Arizona,Greenlee,4011,9369,10.6,33.1,16.1,11.6,16.3,POINT (-109.240185682696 33.215200364114)
OH,Ohio,Huron,39077,58199,13.5,35.0,9.0,17.2,13.6,POINT (-82.5978887799573 41.1464249274686)
NE,Nebraska,Sheridan,31161,4928,13.9,36.0,9.8,15.0,13.4,POINT (-102.408984015817 42.5045429279252)
TN,Tennessee,Overton,47133,23327,15.7,40.9,13.4,22.7,,POINT (-85.2874033540573 36.3445886252002)
TX,Texas,Hamilton,48193,8619,14.6,36.1,14.6,15.3,,POINT (-98.1108284380851 31.7047074126734)
UT,Utah,Kane,49025,8425,11.8,33.3,8.4,9.3,10.8,POINT (-111.888566184301 37.2846913760776)
TX,Texas,Kinney,48271,3148,15.8,36.8,25.4,12.2,,POINT (-100.417890745347 29.3502838313614)
NH,New Hampshire,Cheshire,33005,77703,9.5,29.9,7.0,11.9,9.9,POINT (-72.2512079776632 42.9195243861635)
VA,Virginia,Spotsylvania,51177,149588,12.6,40.3,9.4,12.8,13.0,POINT (-77.6557235887832 38.1847024527144)
IN,Indiana,Decatur,18031,26399,12.4,37.6,7.9,16.4,12.5,POINT (-85.5010738114489 39.3070538681262)
NY,New York,Otsego,36077,60126,10.2,29.9,5.9,12.1,12.8,POINT (-75.0326156864047 42.6340169706369)
SD,South Dakota,Deuel,46039,4354,11.9,33.3,8.2,14.8,,POINT (-96.6680283812861 44.7601611938662)
OH,Ohio,Crawford,39033,41529,14.6,39.5,8.7,18.3,14.6,POINT (-82.9197685705352 40.8507264130061)
TX,Texas,Wood,48499,47921,14.6,34.3,13.6,14.8,,POINT (-95.3822087220849 32.7867167347459)
ND,North Dakota,Cass,38017,196362,7.9,33.8,6.3,11.2,9.4,POINT (-97.2481968440854 46.9329709559949)
MT,Montana,Pondera,30073,6125,13.6,37.2,11.7,19.1,18.2,POINT (-112.22672285102 48.2279658725192)
NE,Nebraska,Rock,31149,1271,12.5,38.8,8.0,13.4,10.1,POINT (-99.449849362226 42.4214023473833)
IA,Iowa,Boone,19015,26590,11.2,43.4,6.2,14.3,9.8,POINT (-93.9315830366559 42.03649567412)
WV,West Virginia,Summers,54089,11581,19.4,39.8,10.0,22.6,20.1,POINT (-80.8583805903992 37.6558327507211)
LA,Louisiana,St. Landry,22097,81464,18.2,40.4,10.7,22.0,30.1,POINT (-92.0055958226491 30.598959185827)
MI,Michigan,Keweenaw,26083,2172,13.4,33.7,4.7,11.5,8.8,POINT (-88.4359343938762 47.6266255714514)
TN,Tennessee,Chester,47023,17606,13.9,39.0,12.1,19.4,,POINT (-88.6133824508421 35.4217015292036)
TX,Texas,Live Oak,48297,11584,16.2,39.7,25.3,16.8,,POINT (-98.1248739225025 28.3514151858659)
TX,Texas,Donley,48129,3214,14.0,34.2,14.6,14.3,,POINT (-100.814009320183 34.9651749903326)
FL,Florida,DeSoto,12027,35979,17.6,41.0,26.1,19.6,,POINT (-81.8094702612548 27.1863305947548)
TX,Texas,Palo Pinto,48363,29747,14.4,39.4,16.7,16.3,,POINT (-98.313009663541 32.7532102254697)
SD,South Dakota,Meade,46093,30954,9.5,30.4,8.4,14.1,,POINT (-102.716664640056 44.566765660076)
MN,Minnesota,Sibley,27143,15084,11.5,38.8,9.0,15.7,12.5,POINT (-94.2311440313059 44.5794639528544)
NC,North Carolina,Bladen,37017,29484,16.6,41.3,12.0,16.8,20.8,POINT (-78.5631528118713 34.6142975484762)
NE,Nebraska,Perkins,31135,2795,11.9,40.6,8.9,13.8,10.9,POINT (-101.650140073647 40.8506321595162)
KS,Kansas,Dickinson,20041,18445,11.9,39.5,8.6,15.0,11.3,POINT (-97.1528563755695 38.8662720239337)
KS,Kansas,Ness,20135,2618,13.2,35.2,10.4,15.1,12.2,POINT (-99.9154733266333 38.4797415683881)
MA,Massachusetts,Essex,25009,810089,10.3,30.0,6.2,11.4,13.3,POINT (-70.9515214537115 42.6718608300579)
KS,Kansas,Barton,20009,24899,13.4,38.8,11.7,16.3,15.3,POINT (-98.7563274715367 38.478924410301)
IN,Indiana,Madison,18095,132504,14.0,36.4,9.0,18.5,15.8,POINT (-85.7193168581081 40.1617332769841)
TX,Texas,Floyd,48153,5090,17.0,39.1,27.6,15.2,,POINT (-101.303178278606 34.0723791085183)
SD,South Dakota,Yankton,46135,23517,11.8,38.3,8.8,13.8,,POINT (-97.3949292202413 43.0089434401039)
TX,Texas,Shelby,48419,24179,16.4,41.1,18.9,18.5,,POINT (-94.1455239058932 31.792224856062)
TX,Texas,Erath,48143,44195,10.8,33.4,14.7,12.9,,POINT (-98.2178480863038 32.2362428952584)
IA,Iowa,Franklin,19069,9875,14.1,40.7,10.0,17.0,14.5,POINT (-93.2625161834423 42.7325751156083)
MN,Minnesota,Houston,27055,18582,11.3,34.1,6.8,13.8,9.5,POINT (-91.492859784076 43.6714442501057)
TX,Texas,Chambers,48071,53876,10.8,35.0,15.9,13.4,,POINT (-94.6090395535865 29.7383140055434)
UT,Utah,Wayne,49055,2614,13.1,34.3,9.0,10.7,12.9,POINT (-110.903829194024 38.3244257886812)
IN,Indiana,Tipton,18159,15256,13.5,36.5,7.4,15.7,11.7,POINT (-86.0518728213484 40.311346847119)
KS,Kansas,Montgomery,20125,30568,13.8,38.9,10.5,17.9,16.0,POINT (-95.7429614607278 37.1924773621516)
TX,Texas,Borden,48033,572,13.2,33.2,11.4,12.4,,POINT (-101.43165088656 32.743639840193)
MO,Missouri,Dunklin,29069,27032,16.0,46.2,12.9,22.8,22.0,POINT (-90.0908868088021 36.2723015062895)
MN,Minnesota,Le Sueur,27079,29255,10.9,35.3,7.7,14.3,10.4,POINT (-93.7300444403047 44.371386343025)
MO,Missouri,St. Louis,29189,987059,11.5,31.3,7.0,13.2,11.9,POINT (-90.4425635134078 38.6407242112709)
MI,Michigan,Eaton,26045,108820,11.4,38.9,6.3,13.3,12.2,POINT (-84.838206346424 42.5960358634351)
CO,Colorado,San Miguel,8113,7868,8.7,26.3,7.3,9.8,,POINT (-108.405860202785 38.0040513912484)
CO,Colorado,Delta,8029,31746,12.4,26.7,11.9,14.5,,POINT (-107.862948303439 38.8614572647921)
LA,Louisiana,Caddo,22017,226386,17.2,42.2,8.9,18.2,27.5,POINT (-93.8827723839354 32.5804242505209)
IA,Iowa,Osceola,19143,5978,14.0,39.5,9.6,17.1,14.5,POINT (-95.6239316219737 43.3786794224727)
FL,Florida,Hillsborough,12057,1535564,12.5,31.6,16.1,12.1,,POINT (-82.3085859249529 27.9292994635599)
WA,Washington,Jefferson,53031,33714,13.1,28.7,5.8,9.5,,POINT (-123.594047250427 47.7491000957336)
MO,Missouri,Putnam,29171,4638,13.6,35.0,8.6,17.1,12.6,POINT (-93.0162042293285 40.4790172419339)
LA,Louisiana,Webster,22119,35238,19.5,44.6,10.1,22.8,29.8,POINT (-93.3348162883491 32.713154448362)
AL,Alabama,Fayette,1057,15967,16.6,40.6,11.0,18.7,20.0,POINT (-87.7389050506601 33.7211713531213)
NE,Nebraska,Custer,31041,10581,12.2,40.0,8.3,14.1,10.8,POINT (-99.7259261660221 41.3939884286775)
OK,Oklahoma,Adair,40001,19627,17.5,46.2,13.5,25.8,30.4,POINT (-94.6587457084976 35.8840104462357)
AL,Alabama,Lauderdale,1077,96814,12.9,35.6,9.0,14.2,15.1,POINT (-87.6540983850983 34.9014438477101)
MD,Maryland,Worcester,24047,54171,13.7,33.1,7.1,12.3,11.2,POINT (-75.3337982988111 38.2127499337864)
IL,Illinois,Alexander,17003,4695,19.0,45.3,10.1,19.6,24.4,POINT (-89.3376234497311 37.1915433515268)
OK,Oklahoma,Coal,40029,5266,17.2,42.6,12.6,23.1,25.3,POINT (-96.2977819773312 34.5882312743251)
AR,Arkansas,Montgomery,5097,8620,16.4,40.9,10.9,17.8,17.3,POINT (-93.6594929570876 34.5391664075576)
WV,West Virginia,Mingo,54059,22023,20.4,43.5,11.7,27.6,25.1,POINT (-82.1354107949466 37.7274399594806)
MO,Missouri,Carter,29035,5303,15.7,40.0,10.9,22.6,18.7,POINT (-90.9621852703375 36.9411874815224)
NV,Nevada,Douglas,32005,49545,12.2,27.1,8.6,12.0,10.1,POINT (-119.616132682878 38.9122785452806)
IA,Iowa,Dickinson,19059,18056,12.1,37.2,5.6,13.1,8.7,POINT (-95.1509796782216 43.377909595667)
ID,Idaho,Bonner,16017,52547,11.8,32.2,8.8,12.9,11.0,POINT (-116.601256003773 48.3001156935128)
NE,Nebraska,Burt,31021,6727,13.1,40.3,8.7,15.2,12.0,POINT (-96.3286175178258 41.8515454666432)
GA,Georgia,Baker,13007,2743,22.9,43.3,16.4,20.0,28.3,POINT (-84.4436447326603 31.3268164349258)
MO,Missouri,Atchison,29005,5107,14.9,41.6,8.9,18.0,13.5,POINT (-95.4282082572198 40.4308409330019)
CO,Colorado,Rio Blanco,8103,6569,9.6,26.7,9.9,13.1,,POINT (-108.217357090795 39.979223167364)
AK,Alaska,Bethel,2050,18224,13.8,39.1,15.9,31.0,37.6,POINT (-159.82324096097 60.9128860869079)
GA,Georgia,Columbia,13073,165162,11.9,33.1,10.1,11.9,12.2,POINT (-82.2642138010573 33.5442564470998)
WI,Wisconsin,Grant,55043,51409,11.5,40.9,8.2,15.0,12.7,POINT (-90.7062231148826 42.8676445934436)
CA,California,Colusa,6011,22037,13.4,35.0,17.6,13.4,24.2,POINT (-122.238126872813 39.1776793679318)
GA,Georgia,Calhoun,13037,5457,18.5,43.6,18.6,20.8,30.5,POINT (-84.6226064650118 31.5290236179393)
IL,Illinois,White,17193,13401,14.5,39.2,8.9,18.1,16.7,POINT (-88.1804872408152 38.0871887627669)
IL,Illinois,Hancock,17067,17186,13.2,38.8,7.3,14.7,12.5,POINT (-91.1647865817632 40.4036625382212)
VA,Virginia,Martinsville,51690,13763,18.6,44.9,12.2,19.1,26.6,POINT (-79.8636674671409 36.6819091070355)
TX,Texas,Frio,48163,17987,15.3,40.5,37.0,15.0,,POINT (-99.1082691100666 28.8676630921064)
GA,Georgia,Dade,13083,16165,12.6,35.1,11.5,15.2,12.8,POINT (-85.504188975033 34.8546132098114)
WY,Wyoming,Park,56029,30735,11.7,31.5,10.0,12.5,,POINT (-109.588592877427 44.5205500093565)
NM,New Mexico,Sierra,35051,11488,18.2,36.8,14.7,15.8,19.6,POINT (-107.192368105928 33.1306734754366)
CO,Colorado,Jefferson,8059,576366,8.3,23.1,8.4,9.9,,POINT (-105.250333390212 39.5866816614094)
WA,Washington,Stevens,53065,48837,12.6,34.3,8.0,14.0,,POINT (-117.855286410546 48.3988656943295)
IN,Indiana,Wells,18179,28555,12.7,41.9,8.0,16.4,12.4,POINT (-85.2212459735228 40.7291871132406)
AL,Alabama,Cullman,1043,92016,13.4,36.4,10.1,16.6,15.7,POINT (-86.8674617693469 34.1321232297422)
MT,Montana,Granite,30039,3595,12.3,30.4,9.7,14.3,11.4,POINT (-113.440260921517 46.4040577446116)
OK,Oklahoma,Craig,40035,14494,15.9,41.8,12.0,22.2,23.7,POINT (-95.2084350557607 36.7615458238067)
MN,Minnesota,Olmsted,27109,164784,9.5,36.4,6.7,11.2,9.7,POINT (-92.4018922941946 44.00382802527)
AR,Arkansas,Garland,5051,99784,14.8,39.1,10.3,15.5,16.3,POINT (-93.1504977724069 34.5766230811054)
ND,North Dakota,Sargent,38081,3776,11.8,41.2,7.5,13.8,9.9,POINT (-97.630569585494 46.1078672572219)
AR,Arkansas,Phillips,5107,14961,21.7,48.4,13.5,21.0,33.9,POINT (-90.8486929377124 34.4276555514265)
IA,Iowa,Dallas,19049,111092,8.8,32.8,5.5,10.9,8.3,POINT (-94.0396540325165 41.6848036594408)
OH,Ohio,Wyandot,39175,21457,13.0,35.6,7.4,15.5,11.1,POINT (-83.3043356711719 40.842380644598)
VA,Virginia,Powhatan,51145,32105,12.1,36.4,7.1,12.8,9.5,POINT (-77.9156484186673 37.5503914619594)
SD,South Dakota,Oglala Lakota,46102,13434,21.1,47.0,19.1,39.8,,POINT (-102.551638833134 43.335553320742)
IN,Indiana,Harrison,18061,40006,12.8,42.7,7.4,16.2,11.7,POINT (-86.1116122931218 38.1954032875338)
TX,Texas,Aransas,48007,25374,15.9,36.0,16.0,14.1,,POINT (-96.9937772811132 28.1203533617689)
SD,South Dakota,Hutchinson,46067,7394,12.1,34.4,8.0,14.6,,POINT (-97.7546267833864 43.3348249829925)
AL,Alabama,Henry,1067,17899,16.7,41.3,10.3,16.6,19.8,POINT (-85.2412788046304 31.5148475570572)
WA,Washington,Clallam,53009,77616,12.1,31.0,7.5,11.8,,POINT (-123.927567541856 48.0491734486978)
MI,Michigan,Arenac,26011,15145,14.7,38.6,7.3,17.8,15.0,POINT (-83.8959473867749 44.065573391666)
ND,North Dakota,Logan,38047,1869,13.2,39.8,8.1,14.9,11.7,POINT (-99.4770599172586 46.4572748811242)
NY,New York,Tioga,36107,47715,11.3,30.5,5.8,13.9,12.7,POINT (-76.3059589040649 42.1703300051601)
MO,Missouri,Osage,29151,13468,11.2,35.6,7.6,16.0,10.8,POINT (-91.8616032929865 38.4600506601241)
AK,Alaska,Skagway,2230,1095,9.1,36.2,9.7,15.4,11.5,POINT (-135.336028290736 59.5592737178809)
MS,Mississippi,Greene,28041,13601,14.0,41.9,13.4,19.2,21.7,POINT (-88.6391156433916 31.2143498936852)
KS,Kansas,Ellsworth,20053,6357,11.7,39.1,9.5,14.7,11.2,POINT (-98.2046890800915 38.6968067575173)
GA,Georgia,Jasper,13159,16455,14.6,37.1,13.2,17.3,17.7,POINT (-83.6873661795934 33.3162972573575)
TN,Tennessee,Coffee,47031,60633,13.9,39.5,12.6,19.9,,POINT (-86.0758164939626 35.4904113373197)
TN,Tennessee,Hardeman,47069,25567,17.2,43.7,14.8,22.2,,POINT (-88.9932105670901 35.2067003430217)
NC,North Carolina,Hoke,37093,54446,13.3,38.5,13.0,16.5,22.6,POINT (-79.2373149494308 35.0172991021942)
CA,California,Santa Clara,6085,1877592,10.5,21.9,6.8,8.1,11.6,POINT (-121.695251446392 37.2316875247769)
TN,Tennessee,Bledsoe,47007,15060,17.3,41.9,15.6,25.6,,POINT (-85.2048458070841 35.5967339198505)
IA,Iowa,Linn,19113,228972,11.2,35.4,6.4,13.5,11.5,POINT (-91.5991322352261 42.0789014925625)
TX,Texas,Victoria,48469,91664,14.5,37.2,22.5,13.9,,POINT (-96.971246868266 28.7963664329227)
ID,Idaho,Canyon,16027,257674,11.2,35.3,13.6,12.4,14.7,POINT (-116.708957811914 43.6247624853459)
GA,Georgia,Macon,13193,11817,21.1,43.8,20.2,22.7,35.1,POINT (-84.0428596914371 32.357909985862)
VA,Virginia,Loudoun,51107,436347,9.5,28.1,6.8,8.4,8.5,POINT (-77.6358104338327 39.0906767141949)
CO,Colorado,Broomfield,8014,76860,7.1,22.3,7.8,8.7,,POINT (-105.052398567169 39.9553900779039)
NY,New York,Chemung,36015,81325,11.5,30.7,6.4,14.9,14.9,POINT (-76.7597380991482 42.1409310401637)
MT,Montana,Blaine,30005,6899,14.3,41.1,11.9,20.8,22.6,POINT (-108.959098790374 48.4322379510677)
CA,California,Glenn,6021,28129,12.6,32.1,13.7,13.9,20.8,POINT (-122.392432829407 39.5983868407646)
FL,Florida,Manatee,12081,441095,14.0,32.1,13.4,12.4,,POINT (-82.3157420786182 27.471886228068)
MN,Minnesota,Mower,27099,40058,11.8,37.9,10.6,15.8,14.9,POINT (-92.7524342032099 43.6714131000436)
TX,Texas,Haskell,48207,5385,14.9,36.6,20.2,16.3,,POINT (-99.7303772258347 33.1782688414927)
TN,Tennessee,Lake,47095,6347,19.0,47.2,20.3,29.4,,POINT (-89.4934505803668 36.3349506764167)
AL,Alabama,Wilcox,1131,9944,23.8,51.2,14.4,21.6,37.8,POINT (-87.3083095693845 31.9892939338512)
TX,Texas,Liberty,48291,108272,13.9,40.1,23.8,17.8,,POINT (-94.812237365989 30.1515050413894)
NC,North Carolina,Davidson,37057,174804,12.7,36.2,11.1,15.8,15.6,POINT (-80.2126241733172 35.79334763177)
IL,Illinois,Fulton,17057,32541,13.0,39.9,8.8,16.8,15.4,POINT (-90.2073453702458 40.4727288552896)
NC,North Carolina,Richmond,37153,42324,16.4,42.9,13.4,19.5,24.8,POINT (-79.7480501194479 35.0059731618643)
WI,Wisconsin,Oconto,55083,39775,12.9,42.7,7.4,15.7,11.6,POINT (-88.2696027619254 45.0262847415341)
TX,Texas,Coke,48081,3352,15.9,36.3,16.8,15.3,,POINT (-100.529830902237 31.8888150971988)
IA,Iowa,Van Buren,19177,7266,13.9,39.5,8.0,18.5,13.9,POINT (-91.9503055023498 40.7532395200175)
IA,Iowa,Mahaska,19123,21874,11.7,38.6,7.1,16.3,12.2,POINT (-92.640891276702 41.3351862830208)
TX,Texas,Lamar,48277,51127,14.3,38.5,14.2,16.7,,POINT (-95.5711286178651 33.6669168991242)
MO,Missouri,Morgan,29141,21970,15.8,38.2,11.1,21.1,17.1,POINT (-92.8861853236506 38.4236275868342)
SC,South Carolina,Colleton,45029,38874,17.3,39.3,13.8,17.6,24.7,POINT (-80.6663807174442 32.8637476905498)
VA,Virginia,Appomattox,51011,16864,14.8,38.9,9.0,15.8,14.9,POINT (-78.8129296212551 37.3725859404648)
GA,Georgia,Dougherty,13095,82645,19.0,41.9,15.5,17.7,30.7,POINT (-84.2166430665433 31.5334783335968)
VT,Vermont,Windsor,50027,58101,9.5,28.8,5.7,11.1,,POINT (-72.5865074428199 43.5797484420206)
WY,Wyoming,Sublette,56035,8969,11.2,33.3,9.5,12.7,,POINT (-109.914842354088 42.7665867752479)
TX,Texas,Garza,48169,4517,14.9,39.9,30.9,16.9,,POINT (-101.298477753686 33.179828329814)
WI,Wisconsin,Eau Claire,55035,107903,9.4,30.0,7.1,12.6,10.5,POINT (-91.2860572491138 44.7267727831359)
AZ,Arizona,Apache,4001,65036,17.5,35.8,14.1,22.4,33.8,POINT (-109.48881915611 35.3954681672691)
FL,Florida,Charlotte,12015,206134,15.6,30.6,11.4,12.8,,POINT (-81.9116138222572 26.9058355549784)
LA,Louisiana,Winn,22127,13216,17.1,45.9,11.1,20.6,26.2,POINT (-92.6366332996752 31.944418814011)
VA,Virginia,Lee,51105,21745,17.3,42.3,12.0,21.2,19.5,POINT (-83.1279809673312 36.7054905517624)
NC,North Carolina,Mecklenburg,37119,1163701,10.1,29.7,10.1,10.8,14.6,POINT (-80.8328001765676 35.2467186870894)
NY,New York,Wayne,36117,90829,11.2,37.4,6.2,13.9,13.1,POINT (-77.0293073359024 43.1566397114149)
MI,Michigan,Oceana,26127,26981,13.7,40.6,9.3,16.7,16.4,POINT (-86.2674491587777 43.6410193269243)
IL,Illinois,Morgan,17137,32140,12.6,39.9,8.6,15.6,15.2,POINT (-90.2012120575902 39.7155885996371)
NE,Nebraska,Frontier,31063,2585,11.9,37.4,8.1,13.0,10.3,POINT (-100.393745032944 40.5299425294288)
MS,Mississippi,Pearl River,28109,57978,14.4,38.0,11.2,17.6,18.1,POINT (-89.5894912717861 30.7688524519245)
OH,Ohio,Fayette,39047,28817,14.3,41.3,9.4,19.9,16.2,POINT (-83.4560989933978 39.559992354904)
NM,New Mexico,Roosevelt,35041,18787,11.5,32.6,16.2,13.4,21.8,POINT (-103.48007550738 34.0212007813227)
MT,Montana,Lewis and Clark,30049,75011,9.3,31.0,8.1,12.0,9.5,POINT (-112.390254008373 47.1224620354911)
ID,Idaho,Lewis,16061,3739,15.1,35.2,10.5,15.5,15.8,POINT (-116.426368203162 46.2366501834788)
OK,Oklahoma,Sequoyah,40135,40291,16.6,47.1,12.2,22.8,24.7,POINT (-94.7555072375447 35.4956252721085)
GA,Georgia,Telfair,13271,10920,20.5,43.0,22.8,22.7,32.3,POINT (-82.9386895818028 31.9299273067199)
IA,Iowa,Hamilton,19079,14729,12.1,36.5,7.5,14.7,11.1,POINT (-93.7067801073882 42.3838402278869)
IA,Iowa,Wright,19197,12656,13.9,40.7,9.9,16.0,14.6,POINT (-93.7351726072187 42.7330220408153)
OK,Oklahoma,Major,40093,7581,13.3,41.9,11.0,16.9,15.3,POINT (-98.5356533809585 36.3117422798628)
LA,Louisiana,St. Charles,22089,50620,13.2,37.7,7.8,15.1,16.7,POINT (-90.3580588713738 29.9058081455848)
GA,Georgia,Hart,13147,27556,15.3,35.1,12.9,16.0,16.6,POINT (-82.9641396441627 34.35079675136)
NY,New York,Chautauqua,36013,124891,12.6,36.3,7.3,14.9,16.1,POINT (-79.3664126676391 42.2279077069084)
NJ,New Jersey,Middlesex,34023,863623,11.6,29.9,10.8,10.0,13.7,POINT (-74.410830751515 40.4395642172698)
OK,Oklahoma,Mayes,40097,39889,14.6,41.8,10.5,20.3,20.7,POINT (-95.2306650873753 36.3019893623476)
GA,Georgia,Murray,13213,41035,13.3,41.5,16.4,17.0,17.0,POINT (-84.7475512679945 34.7888618055535)
MD,Maryland,Prince George's,24033,947430,15.2,42.2,12.5,10.5,22.1,POINT (-76.8475085634277 38.8296511376687)
NE,Nebraska,Adams,31001,30899,11.8,41.2,9.8,13.6,12.4,POINT (-98.5011936003364 40.5244942129641)
SC,South Carolina,Charleston,45019,424367,11.4,30.0,9.5,10.5,12.5,POINT (-79.9524070272339 32.8342811198518)
OR,Oregon,Clatsop,41007,41102,12.6,34.8,8.2,13.2,,POINT (-123.655552356168 45.9948100714469)
IN,Indiana,Orange,18117,19638,14.7,39.7,8.9,19.1,15.2,POINT (-86.4951451585754 38.5416818190055)
WV,West Virginia,Pendleton,54071,6029,18.2,36.5,8.6,19.3,14.9,POINT (-79.3506710846556 38.6803979946058)
WI,Wisconsin,Barron,55005,46833,13.2,38.3,8.0,15.4,12.3,POINT (-91.848303667076 45.4237663276908)
SC,South Carolina,Kershaw,45055,69905,14.8,36.6,11.9,14.5,18.4,POINT (-80.5904475262785 34.3384690251)
IL,Illinois,Scott,17171,4710,12.3,38.4,7.3,15.1,12.7,POINT (-90.4741891291469 39.6439884364877)
MD,Maryland,Allegany,24001,67273,13.3,36.6,9.4,17.7,18.0,POINT (-78.6972087564265 39.6212409737137)
OR,Oregon,Benton,41003,97713,9.3,25.9,6.7,9.6,,POINT (-123.429453836484 44.4917515043312)
MS,Mississippi,Benton,28009,7438,17.4,42.4,12.7,19.4,23.5,POINT (-89.1885153331296 34.8172615293265)
TX,Texas,Briscoe,48045,1445,17.5,39.5,20.5,16.8,,POINT (-101.20854325148 34.530269838452)
SC,South Carolina,Jasper,45053,33544,17.0,35.0,14.8,14.0,21.1,POINT (-81.0315692344724 32.4360266226722)
OR,Oregon,Lake,41037,8293,14.7,37.7,10.0,15.6,,POINT (-120.387435251771 42.7935852422964)
