StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
MS,Mississippi,Bolivar,28011,28968,20.5,46.5,13.7,19.8,33.4,POINT (-90.8805163159369 33.7970211269525)
MI,Michigan,Macomb,26099,875101,11.4,37.5,6.5,15.2,15.1,POINT (-82.9322750277033 42.695884588644)
TN,Tennessee,Lauderdale,47097,24610,17.2,47.2,15.2,23.4,,POINT (-89.6304821816215 35.7604312317412)
CA,California,Riverside,6065,2492442,12.4,36.8,12.7,11.5,20.4,POINT (-115.994764890688 33.7437710409515)
OK,Oklahoma,Creek,40037,73332,13.4,39.8,10.1,18.4,17.2,POINT (-96.3708202661878 35.9025321078939)
TX,Texas,Irion,48235,1549,13.4,35.1,14.5,12.8,,POINT (-100.982444582177 31.3037547121267)
OR,Oregon,Lane,41039,381181,10.8,34.3,8.1,12.2,,POINT (-122.847628020787 43.9385513109885)
OH,Ohio,Jackson,39079,32606,14.9,44.9,9.1,20.1,16.3,POINT (-82.6182154386703 39.019742017525)
CO,Colorado,Jackson,8057,1309,13.9,30.0,13.0,16.9,,POINT (-106.3432000444 40.6666752317322)
OR,Oregon,Columbia,41009,53880,12.1,33.5,8.1,14.3,,POINT (-123.088290084519 45.9437953031149)
SD,South Dakota,Dewey,46041,5208,18.0,43.6,13.4,29.5,,POINT (-100.87173450136 45.1566039411304)
TX,Texas,Hardin,48199,58261,12.4,34.0,12.6,15.6,,POINT (-94.3903008121977 30.3323844074931)
SD,South Dakota,Pennington,46103,115903,12.1,33.7,8.5,15.0,,POINT (-102.823909570925 44.0038768351285)
NC,North Carolina,Alleghany,37005,11342,16.0,36.5,12.4,17.2,16.4,POINT (-81.1272787621881 36.4916227409052)
TN,Tennessee,Moore,47127,6748,14.7,38.8,11.0,18.8,,POINT (-86.3576866745912 35.2848060919362)
WA,Washington,Thurston,53067,299003,10.3,31.2,7.3,10.2,,POINT (-122.833335161876 46.9270093814348)
IN,Indiana,Warren,18171,8518,14.1,41.6,7.9,17.4,12.8,POINT (-87.3534829538668 40.346975973543)
WV,West Virginia,Taylor,54091,16388,15.9,42.0,9.0,20.5,16.1,POINT (-80.0461761884184 39.3359329202319)
TX,Texas,Houston,48225,22066,16.8,38.2,17.9,17.9,,POINT (-95.423014721368 31.3177915208724)
SD,South Dakota,Sully,46119,1494,12.5,34.7,7.7,13.7,,POINT (-100.132205430903 44.7153191297271)
LA,Louisiana,Ascension,22005,131632,12.2,35.5,7.9,15.4,17.1,POINT (-90.9107437898209 30.2037735044567)
MO,Missouri,Reynolds,29179,5950,15.9,41.2,10.7,21.8,17.4,POINT (-90.9691331019274 37.3624352764614)
NM,New Mexico,Grant,35017,27472,15.9,32.8,15.7,12.7,19.2,POINT (-108.382402993198 32.7387900017059)
GA,Georgia,Clayton,13063,298300,16.2,45.2,16.8,16.0,30.8,POINT (-84.3578579480575 33.5414016249358)
TX,Texas,Yoakum,48501,7468,13.5,37.6,27.1,12.9,,POINT (-102.827847615749 33.1729636761702)
AK,Alaska,Ketchikan Gateway,2130,13738,10.1,37.7,9.5,15.9,13.0,POINT (-130.936350933263 55.586579401666)
MO,Missouri,Grundy,29079,9815,14.3,39.0,10.2,19.4,15.6,POINT (-93.5654242351413 40.1140355084448)
VA,Virginia,Stafford,51179,165428,10.7,35.7,8.8,11.0,11.7,POINT (-77.4580490606471 38.4207122751042)
IN,Indiana,Jay,18075,20032,15.0,43.6,10.0,20.2,16.7,POINT (-85.0057727309693 40.4379561738952)
MN,Minnesota,Kandiyohi,27067,43813,12.3,40.6,10.0,14.4,13.1,POINT (-95.004346848332 45.1525013976106)
OH,Ohio,Meigs,39105,21767,17.3,44.5,9.6,22.5,18.7,POINT (-82.0228709814014 39.082287647052)
FL,Florida,St. Lucie,12111,373586,14.5,31.5,16.0,13.5,,POINT (-80.4710598919163 27.3776983118629)
MO,Missouri,Sullivan,29211,5797,15.1,40.1,13.2,18.7,17.2,POINT (-93.1116698405208 40.2106825508381)
KS,Kansas,Washington,20201,5504,11.9,34.0,8.3,14.9,11.2,POINT (-97.087472668315 39.7841812438659)
NC,North Carolina,Halifax,37083,47298,19.4,42.6,13.6,19.8,29.1,POINT (-77.6516450517141 36.257829844498)
WA,Washington,Asotin,53003,22549,12.6,35.3,8.1,13.3,,POINT (-117.202739194993 46.1918585516547)
MO,Missouri,Benton,29015,20552,16.7,38.9,9.2,19.3,13.9,POINT (-93.2881839487077 38.2948386228641)
MT,Montana,Broadwater,30007,8032,10.4,30.7,9.2,13.9,10.3,POINT (-111.495701602811 46.3326963010293)
CA,California,Santa Cruz,6087,261547,10.2,25.8,8.7,10.0,13.5,POINT (-122.001404413399 37.0558255524564)
WI,Wisconsin,Shawano,55115,41109,12.9,40.4,8.1,16.7,13.1,POINT (-88.7652050438409 44.789005418413)
MO,Missouri,Linn,29115,11791,13.5,35.7,9.6,18.8,14.4,POINT (-93.1068666682124 39.870469692524)
FL,Florida,Marion,12083,409959,14.9,36.4,15.6,14.8,,POINT (-82.0568004029667 29.210259767236)
GA,Georgia,Glynn,13127,86172,15.3,35.1,12.5,14.4,16.3,POINT (-81.539531176268 31.2308510168338)
AK,Alaska,Fairbanks North Star,2090,94840,7.9,35.3,9.9,13.8,11.3,POINT (-146.565627734256 64.8075316814407)
ID,Idaho,Caribou,16029,7219,10.5,34.8,9.9,13.6,12.1,POINT (-111.562180546814 42.7704958174665)
AL,Alabama,Calhoun,1015,116429,14.8,38.6,10.6,16.3,20.5,POINT (-85.8257674379293 33.7714931264898)
NE,Nebraska,Pawnee,31133,2512,14.4,37.5,9.6,15.7,13.1,POINT (-96.2370098185336 40.1313900367221)
TX,Texas,Leon,48289,16538,15.3,36.2,15.7,15.9,,POINT (-95.996210580884 31.2960691396315)
LA,Louisiana,LaSalle,22059,14800,13.1,38.6,11.3,18.6,20.6,POINT (-92.1603721842507 31.677291731354)
CO,Colorado,Adams,8001,533365,9.7,33.2,17.2,13.4,,POINT (-104.338130186949 39.8735915076236)
OH,Ohio,Sandusky,39143,58709,14.4,40.7,9.2,16.6,13.9,POINT (-83.1440024541005 41.3573025435739)
VA,Virginia,Charles City,51036,6610,19.4,42.1,9.5,16.6,19.1,POINT (-77.0615761262745 37.3563750255045)
NH,New Hampshire,Hillsborough,33011,427354,9.2,33.1,7.4,10.7,9.9,POINT (-71.716084725208 42.9152741767087)
VA,Virginia,Portsmouth,51740,96793,15.8,40.8,10.9,16.4,22.6,POINT (-76.3542600357069 36.846673287269)
IN,Indiana,Jefferson,18077,33056,13.5,36.6,8.4,17.2,13.8,POINT (-85.4384424424472 38.785587057779)
DE,Delaware,Kent,10001,189789,14.3,43.5,9.5,13.5,15.9,POINT (-75.5682629704417 39.0863622587062)
VA,Virginia,Richmond,51760,229247,12.9,37.7,10.0,14.2,18.4,POINT (-77.4750843205615 37.5297607076943)
GA,Georgia,Richmond,13245,205414,16.7,36.6,14.5,16.2,25.7,POINT (-82.0744462571572 33.3599418331668)
IA,Iowa,Wapello,19179,35166,13.5,41.7,10.0,18.0,16.1,POINT (-92.4094863136049 41.0305745817301)
AL,Alabama,Lawrence,1079,33502,15.5,39.5,10.5,18.5,19.7,POINT (-87.3108851040374 34.5216735395968)
IL,Illinois,Livingston,17105,35320,12.2,35.9,8.8,15.3,14.5,POINT (-88.557798858116 40.891509557855)
NM,New Mexico,Colfax,35007,12255,15.5,31.5,15.8,13.2,18.7,POINT (-104.647040274355 36.6061708190588)
GA,Georgia,Dooly,13093,10981,18.3,41.0,16.9,18.1,24.8,POINT (-83.7999701785629 32.1567057518335)
VA,Virginia,Gloucester,51073,40057,12.8,35.8,7.8,13.5,10.5,POINT (-76.5413640044154 37.4139464611437)
UT,Utah,Utah,49049,719174,6.9,29.7,9.6,6.4,10.6,POINT (-111.670385454352 40.1199624151534)
WY,Wyoming,Sweetwater,56037,41249,11.1,36.3,14.1,16.1,,POINT (-108.879886957441 41.6596981373813)
AZ,Arizona,Cochise,4003,124640,13.7,31.2,14.2,12.8,16.7,POINT (-109.751384831901 31.8794588523568)
IL,Illinois,De Witt,17039,15365,12.2,38.2,7.7,15.3,13.1,POINT (-88.9040275161832 40.1744958647013)
CO,Colorado,Sedgwick,8115,2299,13.0,28.0,12.0,13.6,,POINT (-102.351880623144 40.875947900556)
LA,Louisiana,Bossier,22015,129795,13.2,40.9,8.1,16.1,18.9,POINT (-93.6050039647376 32.6782932763096)
SD,South Dakota,Corson,46031,3782,19.9,43.5,14.0,29.6,,POINT (-101.196751963595 45.7085259679072)
CO,Colorado,Gunnison,8051,17321,7.1,23.8,7.4,9.6,,POINT (-107.03172655628 38.6668662172011)
NE,Nebraska,Garden,31069,1794,15.5,40.2,9.2,15.9,13.1,POINT (-102.335295783611 41.619180104333)
WI,Wisconsin,Florence,55037,4682,14.3,37.5,6.9,14.5,10.1,POINT (-88.3981441305507 45.8481650102797)
VA,Virginia,Richmond,51159,9184,15.1,37.1,12.5,17.3,18.3,POINT (-76.7266634216002 37.943498693186)
CA,California,Mariposa,6043,16919,13.5,30.5,7.3,12.6,13.0,POINT (-119.905412294091 37.5815463688348)
MO,Missouri,Ralls,29173,10489,14.1,40.1,8.8,18.9,13.3,POINT (-91.5219760700584 39.5274844407114)
IL,Illinois,Bond,17005,16450,11.6,39.0,8.8,15.1,15.2,POINT (-89.4355909088305 38.8866364399697)
VA,Virginia,Lancaster,51103,10859,18.1,35.1,8.3,13.4,13.8,POINT (-76.4620464795714 37.7322391762494)
MN,Minnesota,Pope,27121,11400,12.2,38.9,7.2,14.6,10.3,POINT (-95.4447230949317 45.5860031286512)
MS,Mississippi,Lamar,28073,66217,12.4,38.7,9.5,14.8,15.8,POINT (-89.5086574664703 31.2059307396104)
OK,Oklahoma,Roger Mills,40129,3295,14.6,40.3,10.0,17.4,16.5,POINT (-99.6959628680842 35.6881644912023)
NC,North Carolina,Robeson,37155,117365,18.4,47.9,16.2,22.5,30.3,POINT (-79.1037511522453 34.6404234382968)
MI,Michigan,St. Joseph,26149,60878,12.8,38.3,8.8,17.4,16.0,POINT (-85.5278267178737 41.9144154834446)
IA,Iowa,Page,19145,15014,13.6,42.9,8.3,18.0,14.0,POINT (-95.1500518279201 40.7391588094589)
OH,Ohio,Delaware,39041,231636,10.1,31.5,5.0,10.1,7.5,POINT (-83.0048346779207 40.2784353342342)
LA,Louisiana,West Baton Rouge,22121,28266,14.0,41.6,8.0,16.2,20.9,POINT (-91.3130904166615 30.4630295016015)
KS,Kansas,Allen,20001,12412,12.5,37.4,9.1,16.5,13.4,POINT (-95.3017112327545 37.8857027458086)
NE,Nebraska,Butler,31023,8459,11.3,38.6,8.8,14.1,10.8,POINT (-97.1317081186988 41.2259312239068)
OK,Oklahoma,Marshall,40095,15970,15.7,39.4,13.6,18.7,20.6,POINT (-96.7690086748236 34.0247191513108)
GA,Georgia,Liberty,13179,69210,11.6,32.3,15.4,14.3,21.8,POINT (-81.494986581225 31.8278487511585)
VA,Virginia,Amelia,51007,13480,16.6,39.3,10.3,17.7,17.0,POINT (-77.9759628312432 37.3361814940473)
IA,Iowa,Clay,19041,16511,12.3,35.2,6.9,15.3,11.1,POINT (-95.1511161069588 43.0825667543454)
OK,Oklahoma,Murray,40099,13754,14.3,41.4,11.0,17.9,18.0,POINT (-97.068009831501 34.4823513481281)
FL,Florida,Walton,12131,86354,12.3,30.1,11.4,13.8,,POINT (-86.1700115892453 30.6435330644625)
NY,New York,Schoharie,36095,30105,11.3,32.4,5.9,13.4,12.2,POINT (-74.4422354961966 42.5883781186762)
MS,Mississippi,Tate,28137,28261,14.2,36.1,11.1,16.4,20.1,POINT (-89.9448401097213 34.6503608082089)
GA,Georgia,Muscogee,13215,201877,15.0,40.3,14.2,15.1,22.0,POINT (-84.8762682758584 32.5102647759575)
ND,North Dakota,Pembina,38067,6661,12.8,41.9,8.0,14.7,10.9,POINT (-97.5515587492834 48.7673003876886)
VT,Vermont,Franklin,50011,50994,9.6,36.9,6.8,13.0,,POINT (-72.9129000779393 44.8578721029832)
TX,Texas,Hidalgo,48215,898471,17.4,44.2,37.4,13.3,,POINT (-98.1813849534075 26.3966846914573)
IL,Illinois,Hardin,17069,3569,14.7,39.7,8.4,16.9,14.8,POINT (-88.2668025102845 37.5180553242389)
TX,Texas,Swisher,48437,6955,16.6,40.5,26.5,17.6,,POINT (-101.734988026713 34.5302899280376)
IN,Indiana,Owen,18119,21532,14.5,41.7,8.4,18.5,14.4,POINT (-86.8374277565603 39.3128490832372)
MN,Minnesota,Freeborn,27047,30515,12.9,36.0,9.8,16.1,13.4,POINT (-93.3488503295151 43.673820790937)
TX,Texas,Freestone,48161,20441,14.7,38.2,16.1,16.0,,POINT (-96.1492579054963 31.7049953247855)
TX,Texas,Gillespie,48171,27733,13.6,32.8,13.7,11.1,,POINT (-98.946450602628 30.3181707100449)
WV,West Virginia,Ohio,54069,41194,15.0,39.5,7.4,16.3,13.2,POINT (-80.6191280922939 40.0974423829071)
FL,Florida,Hardee,12049,25760,15.6,39.9,26.1,17.6,,POINT (-81.8099656797384 27.4926635095536)
WY,Wyoming,Niobrara,56027,2354,13.0,36.3,11.6,16.1,,POINT (-104.475677641739 43.0562528774242)
IA,Iowa,Monroe,19135,7504,11.7,38.2,6.6,15.5,10.8,POINT (-92.8690276978932 41.0298685379331)
FL,Florida,Okaloosa,12091,218464,10.8,30.7,11.7,12.8,,POINT (-86.5919018682845 30.6909149618642)
WI,Wisconsin,Calumet,55015,53199,10.3,33.3,7.0,12.9,9.5,POINT (-88.2179997574627 44.0816801745142)
MO,Missouri,Newton,29145,60677,13.4,38.8,10.0,17.9,15.0,POINT (-94.3392953499756 36.9055482727206)
HI,Hawaii,Maui,15009,164183,12.2,26.2,6.3,13.2,17.1,POINT (-156.569577037122 20.8642990358875)
RI,Rhode Island,Kent,44003,171278,11.8,33.0,6.3,12.7,11.1,POINT (-71.5930762695537 41.6719596394176)
OH,Ohio,Wayne,39169,116510,12.9,37.5,8.5,16.3,13.0,POINT (-81.8879430008873 40.828860440969)
GA,Georgia,Walton,13297,106702,13.0,38.3,12.9,14.9,16.7,POINT (-83.7338810944706 33.7813254964218)
SC,South Carolina,Horry,45051,397478,14.9,32.3,11.9,14.6,14.8,POINT (-78.9968620963188 33.9211059885984)
TX,Texas,Harris,48201,4835125,13.2,37.3,21.3,12.7,,POINT (-95.393015286316 29.8574661549995)
IA,Iowa,Davis,19051,9169,12.0,37.5,8.8,17.5,13.2,POINT (-92.4099557150409 40.7477090811249)
AZ,Arizona,La Paz,4012,16710,17.5,33.2,16.6,14.1,18.3,POINT (-113.98153747073 33.7292571142703)
IL,Illinois,Clay,17025,12999,13.9,41.5,9.0,17.8,16.6,POINT (-88.4904699657644 38.7544455588339)
OH,Ohio,Portage,39133,162665,11.8,32.9,7.1,14.5,12.0,POINT (-81.1973820342372 41.1676777891816)
WI,Wisconsin,Iron,55051,6228,14.8,34.7,6.9,14.8,10.5,POINT (-90.2421159937405 46.2623105163576)
FL,Florida,Baker,12003,28368,12.3,35.3,13.4,16.6,,POINT (-82.2845340594762 30.3311771777587)
MT,Montana,Mineral,30061,5090,12.8,36.0,9.7,15.0,12.4,POINT (-114.998287658228 47.1473312209822)
ND,North Dakota,Barnes,38003,10726,11.5,37.7,6.8,13.3,9.9,POINT (-98.0716472520206 46.9359126093315)
UT,Utah,Cache,49005,142393,7.8,27.9,9.7,8.1,12.1,POINT (-111.743483739653 41.7226445365922)
NM,New Mexico,San Juan,35045,120675,14.5,35.1,12.9,20.1,26.4,POINT (-108.320491882717 36.5085003747434)
NE,Nebraska,Saline,31151,14555,11.8,40.4,14.4,14.1,15.6,POINT (-97.1408508718416 40.5240864322705)
ID,Idaho,Twin Falls,16083,95156,11.0,33.3,13.0,13.3,14.7,POINT (-114.668371045529 42.3560015617514)
AR,Arkansas,Hempstead,5057,19343,16.6,45.6,14.2,17.7,24.4,POINT (-93.668219443281 33.7357081301166)
IA,Iowa,Bremer,19017,25307,9.9,37.6,5.8,13.2,9.1,POINT (-92.3180439106681 42.7746111390875)
NC,North Carolina,Catawba,37035,164645,12.1,37.4,10.9,14.7,14.3,POINT (-81.2149250535504 35.6622179779733)
CA,California,Monterey,6053,430723,12.5,31.1,15.9,11.9,21.9,POINT (-121.238518915104 36.2170334850568)
LA,Louisiana,St. John the Baptist,22095,39592,17.2,41.8,9.5,16.7,26.6,POINT (-90.4711427584368 30.1266220088096)
IN,Indiana,Greene,18055,31196,14.7,40.7,8.7,19.4,15.0,POINT (-86.9620535060412 39.0363946257394)
TN,Tennessee,Crockett,47033,13982,15.5,42.1,14.2,19.5,,POINT (-89.1400768323825 35.8133845571858)
IL,Illinois,Effingham,17049,34331,11.3,34.3,7.3,14.1,12.0,POINT (-88.5896155568299 39.0597062853535)
TX,Texas,Van Zandt,48467,64000,13.4,36.0,13.9,15.6,,POINT (-95.8365866293044 32.5635031932869)
AK,Alaska,Sitka,2220,8282,9.9,29.8,8.8,13.8,11.7,POINT (-135.315163429465 57.2335274122738)
CO,Colorado,Boulder,8013,326831,7.1,16.7,7.8,8.8,,POINT (-105.357934107429 40.0924397577047)
NY,New York,Oneida,36065,227555,11.5,36.1,6.7,14.2,14.8,POINT (-75.4355429992745 43.2418086648606)
GA,Georgia,McIntosh,13191,11501,20.4,40.7,14.9,19.2,23.2,POINT (-81.4070470668074 31.4952884892852)
IA,Iowa,Louisa,19115,10513,12.8,40.2,9.8,15.7,13.5,POINT (-91.259564555602 41.2184586340229)
IN,Indiana,Allen,18003,394545,12.9,39.4,8.9,14.4,14.9,POINT (-85.0665615439245 41.0909025820574)
GA,Georgia,Tattnall,13267,24296,16.0,40.7,18.7,20.2,26.0,POINT (-82.0580042364248 32.0458230000891)
AL,Alabama,Winston,1133,23611,16.5,39.1,11.7,19.6,19.9,POINT (-87.373658054727 34.1492657099146)
WV,West Virginia,Randolph,54083,27350,16.0,45.9,9.0,20.0,16.1,POINT (-79.8755574314552 38.7748244563628)
CA,California,Tulare,6107,479468,13.1,35.0,18.2,14.0,27.4,POINT (-118.800931923116 36.2202887082927)
SD,South Dakota,Mellette,46095,1851,21.1,45.6,14.6,30.2,,POINT (-100.759931647654 43.5813042658798)
VA,Virginia,Danville,51590,41837,19.9,41.7,12.4,19.1,27.4,POINT (-79.408939511926 36.5829267417419)
NY,New York,Chenango,36017,45920,12.3,36.3,6.4,15.3,14.8,POINT (-75.611354854502 42.4934138951932)
MN,Minnesota,Carver,27019,111057,8.5,32.0,5.8,11.3,8.1,POINT (-93.802266670394 44.8206518387179)
UT,Utah,Emery,49015,10144,11.2,30.6,9.8,11.0,12.7,POINT (-110.700321039407 38.9966080927448)
TX,Texas,Edwards,48137,1393,19.3,38.2,25.2,15.0,,POINT (-100.304658227238 29.9828253544507)
KS,Kansas,Bourbon,20011,14408,12.7,36.7,9.0,16.9,13.8,POINT (-94.8497424122093 37.8551496676803)
WV,West Virginia,Hampshire,54027,23649,16.9,39.2,8.5,20.3,14.7,POINT (-78.6141696083259 39.31731697234)
LA,Louisiana,Natchitoches,22069,36291,15.5,40.1,8.9,17.7,26.2,POINT (-93.096413178682 31.7236162764412)
KS,Kansas,Pottawatomie,20149,26382,9.7,35.8,7.7,13.6,9.6,POINT (-96.3425297074575 39.378849403529)
VA,Virginia,Louisa,51109,41037,14.1,36.7,8.6,14.9,13.1,POINT (-77.9628983761112 37.9790442986696)
IL,Illinois,Gallatin,17059,4670,14.6,40.8,8.7,17.4,15.6,POINT (-88.2304600206296 37.7624120431912)
KS,Kansas,Ellis,20051,28810,9.8,36.5,8.6,13.1,11.8,POINT (-99.317514905956 38.9146675466753)
MN,Minnesota,Hubbard,27057,22132,13.3,35.4,6.9,14.2,10.7,POINT (-94.9166044684452 47.1087450936448)
MO,Missouri,New Madrid,29143,15424,16.1,43.2,11.2,21.4,20.8,POINT (-89.6516052602351 36.5949077997842)
IN,Indiana,St. Joseph,18141,272848,12.9,35.3,9.0,14.9,15.4,POINT (-86.2899346956447 41.6166137389104)
TX,Texas,Bosque,48035,18996,14.3,35.9,14.7,14.2,,POINT (-97.6346241068678 31.9004093012352)
MS,Mississippi,Pontotoc,28115,31535,13.8,38.9,12.4,17.7,19.6,POINT (-89.0374143001363 34.2254190254887)
TX,Texas,Jefferson,48245,251496,15.6,41.3,18.9,16.1,,POINT (-94.1629669978283 29.8838681845397)
KS,Kansas,Linn,20107,9860,12.5,37.2,8.2,16.1,11.3,POINT (-94.8430719270276 38.2123289223855)
TX,Texas,Lamb,48279,12711,16.6,40.0,27.3,15.2,,POINT (-102.351704737313 34.0686552915887)
MI,Michigan,Muskegon,26121,176564,12.7,44.3,7.8,17.1,16.5,POINT (-86.1520477255994 43.2912349359125)
TX,Texas,Calhoun,48057,19696,14.7,34.8,22.0,13.0,,POINT (-96.6045764033046 28.5035343577971)
IL,Illinois,Peoria,17143,177513,12.6,34.8,8.0,13.8,15.8,POINT (-89.7600231425467 40.7880862751225)
AR,Arkansas,Madison,5087,17775,13.9,40.8,12.4,19.0,19.0,POINT (-93.7242584115005 36.0113363272212)
VA,Virginia,Fredericksburg,51630,28928,10.2,39.5,8.8,11.7,14.2,POINT (-77.4875497086418 38.2989044049253)
CA,California,Humboldt,6023,133985,11.4,31.3,7.5,14.2,16.5,POINT (-123.875674190259 40.6992051844633)
LA,Louisiana,West Feliciana,22125,15371,14.6,40.7,8.7,17.0,19.7,POINT (-91.4205739573873 30.8801699255259)
MN,Minnesota,Rice,27131,67948,10.1,37.5,8.7,13.9,12.6,POINT (-93.296716877709 44.3542411243463)
TN,Tennessee,Hamblen,47063,66216,15.2,40.5,14.9,20.9,,POINT (-83.2660220942289 36.216642157807)
WA,Washington,Lewis,53041,86154,12.1,39.0,9.4,14.4,,POINT (-122.39380108932 46.5776116518185)
AZ,Arizona,Pinal,4021,484239,12.9,38.4,13.7,12.3,17.1,POINT (-111.344793224721 32.9045145361574)
FL,Florida,Citrus,12017,166696,15.8,32.3,12.4,15.2,,POINT (-82.4772202477587 28.8485262076997)
SC,South Carolina,Chester,45023,32226,16.9,37.9,13.8,17.8,24.2,POINT (-81.1597045035657 34.6918859504696)
VA,Virginia,Clarke,51043,15466,12.2,32.8,7.4,11.7,9.0,POINT (-77.9967781314101 39.11268672754)
GA,Georgia,Heard,13149,12034,14.3,35.6,13.5,18.3,17.5,POINT (-85.12835200624 33.2968801808711)
KS,Kansas,Jackson,20085,13368,12.3,37.8,8.8,15.8,12.0,POINT (-95.7936987430142 39.4167647961796)
NC,North Carolina,Mitchell,37121,14999,12.8,37.2,9.3,14.6,11.7,POINT (-82.1631707071333 36.0134689001414)
TX,Texas,Polk,48373,54186,15.4,39.2,17.3,18.9,,POINT (-94.8297760829209 30.7927542489747)
VA,Virginia,Washington,51191,54050,13.8,38.3,8.0,14.8,11.2,POINT (-81.9597971939558 36.7245529476643)
NM,New Mexico,Sandoval,35043,155936,11.8,32.6,12.3,11.2,15.6,POINT (-106.86568903587 35.6887096281599)
TX,Texas,Crosby,48107,4917,17.1,40.5,27.2,15.9,,POINT (-101.300045578323 33.6145591482594)
NE,Nebraska,Furnas,31065,4556,13.5,44.4,9.5,14.9,12.6,POINT (-99.9124933288443 40.1764626253683)
KS,Kansas,Douglas,20045,120553,8.4,30.5,7.5,11.6,11.0,POINT (-95.2923657307524 38.8846878796519)
IL,Illinois,Stephenson,17177,43105,13.9,40.6,8.2,15.0,14.9,POINT (-89.6623732185214 42.3517284609712)
GA,Georgia,Taylor,13269,7758,20.2,42.4,16.9,21.7,28.5,POINT (-84.250830281123 32.5556469053066)
LA,Louisiana,Vermilion,22113,56992,15.0,42.8,9.2,20.2,21.7,POINT (-92.3242615961141 29.8459898151309)
TX,Texas,Wilson,48493,54183,13.1,35.3,17.5,12.4,,POINT (-98.0865459472406 29.1739878356162)
KS,Kansas,Stanton,20187,1901,14.7,39.5,19.2,16.3,20.6,POINT (-101.784271567578 37.5630485558189)
OH,Ohio,Hamilton,39061,827058,13.2,35.6,7.7,13.9,14.6,POINT (-84.542601023044 39.1955454321754)
SD,South Dakota,Roberts,46109,10206,16.3,43.0,10.4,20.3,,POINT (-96.946111589019 45.6297629386016)
MD,Maryland,Calvert,24009,94728,10.9,36.3,6.5,11.1,10.5,POINT (-76.569090863985 38.5440599982732)
AR,Arkansas,Cross,5037,16420,16.1,45.0,12.2,19.8,23.8,POINT (-90.7714945147511 35.2958747021642)
NY,New York,Cortland,36023,45752,9.3,30.5,5.8,12.8,12.9,POINT (-76.0702852077051 42.5950382162679)
MN,Minnesota,Waseca,27161,18981,11.4,39.1,8.9,15.4,12.6,POINT (-93.5872866696323 44.0221059926322)
TN,Tennessee,Carter,47019,57022,15.9,37.9,11.9,20.5,,POINT (-82.1281035839619 36.2927107215481)
NC,North Carolina,Franklin,37069,77001,12.8,38.8,11.1,14.8,16.4,POINT (-78.2855965915324 36.0827093866128)
GA,Georgia,Bibb,13021,156512,16.9,44.7,14.5,16.8,25.9,POINT (-83.6968461851432 32.8062871397584)
WA,Washington,Douglas,53017,44798,11.0,35.8,14.0,11.7,,POINT (-119.691353473544 47.7364517170948)
SD,South Dakota,Beadle,46005,19591,13.4,35.4,12.3,16.9,,POINT (-98.278833195103 44.4146782721707)
MS,Mississippi,Tunica,28143,9234,21.4,51.0,16.1,23.5,42.2,POINT (-90.3749921434948 34.6506310696003)
SD,South Dakota,Brown,46013,37733,11.2,35.1,8.2,14.1,,POINT (-98.351577212034 45.5898044620952)
SC,South Carolina,McCormick,45065,9941,20.6,36.9,12.2,14.6,18.6,POINT (-82.3094465802451 33.8995317154953)
TX,Texas,Sabine,48403,10106,16.6,35.5,12.5,16.2,,POINT (-93.8530861264766 31.3427705012424)
SD,South Dakota,Kingsbury,46077,5276,12.1,35.6,8.5,14.7,,POINT (-97.4913953695211 44.3695726308271)
MO,Missouri,Washington,29221,23534,14.8,41.9,11.0,22.9,18.6,POINT (-90.8774877340781 37.9614739823197)
NE,Nebraska,Hitchcock,31087,2552,13.4,41.6,8.8,14.8,11.9,POINT (-101.041976225201 40.1761669175728)
OR,Oregon,Clackamas,41005,423173,10.5,34.0,6.7,10.5,,POINT (-122.22022493442 45.1879549116315)
KS,Kansas,Osage,20139,15824,12.5,41.8,8.6,16.4,11.9,POINT (-95.7269460284304 38.6523024213965)
OK,Oklahoma,Latimer,40077,9526,17.0,42.3,12.2,22.4,24.9,POINT (-95.2502811179092 34.8760727150762)
MD,Maryland,Somerset,24039,24910,14.2,38.4,10.9,16.9,23.4,POINT (-75.7588809332213 38.1136869415127)
IN,Indiana,Rush,18139,16847,14.3,39.1,8.4,18.6,14.8,POINT (-85.4657626743102 39.6200897065716)
IA,Iowa,Greene,19073,8584,13.1,35.8,7.1,16.5,11.6,POINT (-94.3967730929328 42.0362286775236)
VA,Virginia,Buckingham,51029,16978,16.6,43.6,11.2,18.4,19.6,POINT (-78.5283152919207 37.5719688623927)
OH,Ohio,Belmont,39013,64918,14.5,40.9,8.2,18.1,13.9,POINT (-80.9884007171154 40.0158385533074)
TX,Texas,Wheeler,48483,4804,14.7,37.2,17.3,16.0,,POINT (-100.269768350645 35.4011461843964)
IL,Illinois,Jasper,17079,9144,12.0,38.2,6.9,14.3,11.4,POINT (-88.1535389702288 39.0104236780171)
TX,Texas,Burleson,48051,19475,14.0,35.9,15.9,14.1,,POINT (-96.6204059501343 30.4920545353374)
IL,Illinois,Will,17197,700728,10.7,38.0,9.1,11.6,13.1,POINT (-87.9785576453235 41.4450082302229)
